target,features_1,features_2,features_3,features_4,features_5,features_6,features_7,features_8
7.25624621061868,1.35467285567805,-0.125597827247512,-0.294915389397641,2.18865843374186,0.783827349158616,0.852474086709157,0.525892118785851,-0.51704562170684
-1.27862082167878,-0.34053270544343,-0.654151424548783,-0.696435692741864,0.866540511506648,-0.318610551162695,-1.49008441516776,-1.05639246871724,-0.242572364417695
3.92328781268324,-1.64413695463405,-0.0795927554891882,-0.17443167044436,-0.746590604438998,0.052231931784603,0.658815792248168,1.71504128473181,-0.0110341920465623
0.742214783362555,0.60938441492456,0.432284310490201,0.147091108685205,-0.407738371107242,1.20724454511148,1.41362947809121,-0.617709225048787,-0.145013230536671
1.04926162611227,0.628005898462333,1.65002524267886,-0.0538986912225701,1.12036637347521,-1.15289483398764,0.137953518255958,1.44045172416002,2.32401571992337
2.48283024255785,1.85604401027135,0.856384643005673,-0.349149938611836,0.528098944253233,-1.56040201593165,-2.00997585752708,0.422311001246543,0.0409783076549735
7.09179542323692,-0.59985541356914,0.758876904700903,1.66475367076977,2.57662681943427,0.575750059185877,0.511196784600699,0.988868418140059,0.153962670917849
1.89290615829667,-1.05387736879675,0.260186535054799,0.75590892517459,1.27409980742186,0.658268881545575,0.841092071420577,0.260528072694412,1.8598092352187
-5.22000721771208,-0.76021382559185,-1.44818528490401,-0.896596764876929,0.114378407349428,-0.437665852483388,-1.0339875604211,-0.579840312294213,-0.334821460187789
-3.0732925680364,-1.20922547543989,-1.33775989267193,0.328992854009394,0.281137654936375,0.97284394341207,-0.402648997753127,0.82501641905812,-0.427859608647902
0.767293047237614,-0.69024091315595,0.629765160749504,-0.762144417442014,-1.2011501897206,2.05054141630588,1.734800308647,-0.0725918774425618,-1.28465008303424
-2.05687218393486,-0.101690914633641,1.39110885364273,0.254352969207661,-0.380521816623956,-0.657654333123553,0.208334121686671,-0.072943723481861,0.443345131617362
6.59758981525631,0.33800508957815,0.774951494237292,0.104195801455198,0.673169849185097,-0.42479600732306,1.31585230733815,-0.491185960500284,-0.312345868872739
-3.91726384607484,-2.53201064251037,-1.11113901967375,-0.759259570842116,0.725800803794878,0.956966925954892,0.481881174030535,-0.873940679296353,0.883052190352492
-0.930265864548334,-0.307110674924168,0.38053118525288,-1.38459528838317,-1.16906864745951,2.24670718483228,0.879365873676536,-2.08341645584202,-1.21302956610501
-0.775902268345058,-0.150299753486704,-1.12839610467216,-1.91349042674942,1.48334758277044,0.912981532863748,1.22603236968379,1.4201462036827,-0.598789398061789
-0.17457624468282,1.82384249448924,-1.23331646882898,-0.266064590592831,-1.51950134192193,-1.00661275633173,-1.11791967497526,-0.384794902573508,-0.274381856819325
0.202119250691841,-1.83460553612595,0.823179298966984,1.69850423274446,1.07654587165609,1.56034871649071,0.981724672696021,1.90926952107863,-0.4198955124486
0.493160525120624,0.453562908944351,-0.554392957308085,2.02712997187735,0.3612353586445,0.0109095269253422,0.529124946218507,1.03761202911107,1.4351870051269
4.51247176685308,-0.430624553506547,-0.960091957436302,-0.116500719394004,0.279608917889941,1.96983371222603,0.496939260507861,-0.5656460568829,-0.231393835938273
4.20498837887324,0.414096444711731,0.662100144975204,1.03745933252541,1.30179444524014,0.260417313126558,0.529920071443301,0.690545026776809,-1.04948118837193
-4.68246765205536,-0.890921783698192,-0.45934213276244,-3.1058282339563,0.371864786717873,1.20036933113705,0.968654884363715,0.330008720842232,-1.36376549873972
-0.644090812747616,0.35663166752084,0.728609910727653,-0.748752736337121,0.775830945352952,0.460214841705666,1.91432285592948,1.44012926329963,-1.88018578142719
-3.18123907756014,-2.03191075073075,-1.39630228167363,-0.135341461343925,0.280943637955446,0.778298103817167,-0.725109336608121,0.471590446040334,0.0018323906887831
6.9851863300193,0.568341615609917,0.537376283065838,-0.989304618570918,0.792569545190348,1.76718146510594,1.79651794535889,1.20490931269596,0.0498075687458966
3.07675284795283,-0.57828416689791,1.19535323802087,-0.164191432942297,-0.0675021334495537,-0.0461625940430326,0.617004359577877,0.779085914366505,0.187522360267578
-4.63424268582125,-0.334739501206632,-0.1934120417882,-0.998648424045437,-1.41036959369011,-0.429188136033225,0.447842123817633,-1.0928995520129,-1.09649661126839
-0.779792078238516,-0.218633446586961,0.233733130378934,0.729622847789327,-0.711309559569438,1.72681278895525,-0.547762137825752,-0.193857540120757,-0.521553801398858
3.2805277834532,1.05190163766092,0.567287625867452,0.840255702876337,-0.471800782049148,0.70622275469794,0.931378810699519,0.0855930996124483,0.0258411945625421
