target,features_1,features_2,features_3
1,1.07812577022589,0.381948703789255,0.114661035028338
0,0.419615632876785,1.4510617861588,0.211923868560318
0,-0.161999141512474,-0.106952064415488,0.515513658919786
1,0.125234749016434,0.0844557719301954,0.234368598615112
1,0.0559361537154869,1.44338613645066,-0.739761167581938
0,-1.14758530808522,-0.26168764918467,0.449663387926628
0,-1.14237917047285,-0.296128628809818,0.0910052328812027
1,-0.712254457914341,0.448418240196473,-0.702822150924173
1,-1.3567990348254,1.32503821612785,0.831255192938017
1,1.99279170675531,0.0577075352970689,0.820959493487078
1,1.30426148226014,-0.466079402012887,1.16730091367313
0,-0.338345252920046,-0.200487777934913,-0.709515669905119
0,-1.47722335744247,-0.010556823267847,-1.22167783792944
0,1.68499614990076,0.517728404641339,-0.951299640298657
0,0.877141668385657,-0.319116058545872,0.162633893479135
1,0.468509659919538,1.21577979682186,0.318243574315644
0,-1.67061686344443,-0.769274642177974,-1.87692814566292
1,-0.0298246088265331,-0.208678474845165,-0.182506631140948
0,-1.21121168958897,-0.805377072985343,0.69213534509845
0,-0.187999577931081,-0.105740709861329,-1.75663999405102
0,1.10878216254975,0.51198152805609,-1.92894359361365
1,-1.3062855405963,1.61100665890766,-0.708408623329526
0,-0.501564842765002,-0.791278139295282,-0.530038155136068
1,1.54579641203833,0.834576259160416,0.411395066342175
1,-0.329924959776517,-0.430537337568431,-1.47389864690506
1,0.0970435251639514,0.520727185888266,-0.815514711191282
1,-1.47147595658426,0.667205556253484,-1.90615182420047
0,-0.43717097938088,-0.529968153976553,1.51385995977238
0,0.584275237806103,0.831651419973747,-2.23630069106282
0,0.505190367947105,-0.0105392664800231,-0.714098292433834
1,0.861906456326971,-0.615555435481207,-0.0535714016050284
1,-0.714037090547888,-0.0814546504775969,1.28406250513468
0,-0.958861919806932,-0.631787657255947,-0.682785424929473
1,0.205934765725547,-0.151837546053683,-1.08371151648404
0,2.35586696126336,0.83055880738935,0.640037270555944
0,2.76347692368513,0.00907931887623515,0.435662033302993
1,-0.313505021769798,-0.44700057027519,-0.891346623590349
1,-0.864106934396501,0.264833138114093,-1.05835395047869
1,-0.850081532579536,0.572912921005208,0.871822293811213
1,-0.877323265994455,0.791463454202777,1.43549225333898
1,0.0397884969540788,-1.13278965504563,-0.446543859325809
0,1.2223615380067,1.8564752507629,0.76390577619187
0,-1.59255910299563,0.620269653278831,0.0390991429742634
0,0.192522296257842,0.105310219691723,1.71164562211798
0,1.59081283296472,0.587298685215116,1.7829808325906
0,-1.66531058243818,0.225509779909568,0.0431452997576346
1,-0.0943007220076148,2.1816881931693,-0.061660596745143
1,-0.85417398143817,-0.683048634487982,-1.41564453630727
1,0.95557623652999,-0.937801617137543,-0.453682048427499
1,0.0500058253763665,0.722638698293112,-1.05680788185098
1,0.494724627713047,-0.103765550505033,-1.30701647585266
1,-0.0169564778868454,-0.688167925942755,1.40396347337092
1,0.3338897071892,1.44370285424413,0.516762914839329
1,-1.13250439404053,-0.0482124933415446,0.81031697551792
1,0.298829870694644,1.16065293362892,-0.0716143248002956
0,-2.04740538710683,-1.85720159615323,-0.681072973980879
0,0.445721441344837,0.0701009857645827,-1.11230758405747
1,1.129681968126,-0.882289553391982,-0.87654065374573
1,-0.771707715337094,-0.282132429718823,0.723899742764226
1,1.11261382801978,0.306874351854075,-0.655492892260758
1,0.11902520118067,0.258901378912787,0.0885360519684297
0,-0.739258207620655,-0.260952693917478,0.0819279665324846
1,1.65957904230276,-0.147223735034766,1.00498312644282
1,-2.08759816962729,2.79327559352132,0.751273468234785
1,1.34677465598905,-1.33877894669913,1.96270224628946
1,-1.11944939259341,0.112817835085275,-0.174882010578809
1,1.14992671995363,-0.404460752174077,-0.283007704033911
0,0.911937363054168,1.05079844618167,-0.098602302204273
1,0.11977156135406,1.03661072535021,-0.133730811695094
1,0.221045603858285,0.276857982004779,-0.748004855469976
1,-2.28779405248863,-1.43287653875499,0.28174584976699
1,1.21417912825127,-0.708619348893376,-1.79019112607948
0,1.61100155507796,-0.634296352507232,-2.0700638409962
0,-0.641641405959152,0.630973448445028,2.18179708235948
0,-0.163268755046737,-0.514019109155116,-0.336327873990862
1,-1.05282413896071,-0.967400141296174,-0.340165043647713
1,-0.414219475658797,-0.658615523060885,1.43937547556708
1,-0.387399045377137,0.267247088715346,0.974321786126683
1,-0.32302630167611,0.751118402668624,-0.50870609893587
1,1.84464007170762,-1.70112716476227,0.952270373247155
0,-0.21128548586374,0.963501025735372,-2.28905391018993
0,0.765483359205767,0.705653321067068,-1.4024789170484
1,1.3599765722593,-0.811420050240567,0.104423202228341
1,-1.0295328206264,0.550061777310209,-1.1641723932502
1,0.543397781380515,1.62813698048114,0.215913977929631
1,-0.243066323786231,0.75277706574865,1.33769791988922
0,0.728565478545545,1.03403604703869,1.70774118541035
0,0.987489195596901,-2.33975152422518,-0.892527216801138
1,0.529613908768468,0.848411144225226,-0.719084300891075
1,-0.0450170983111641,-1.14457584203123,-0.0672081403586565
1,-1.72600710548561,1.76246898554387,-0.145604513272056
1,-0.284308598268213,-2.04259008105717,-0.734985811771429
0,-2.09988056112944,-0.660891355944634,0.0812083079821191
1,-0.20451952257474,-0.400179665589413,2.31218977579963
0,1.73579299399179,0.678979173643656,-0.589800976264147
0,-0.253636809765428,-0.16276868064577,-1.12954885660898
0,1.09746056696379,1.1482331451803,-0.113891547147053
1,-0.710556845120203,0.16602506923762,1.61350541773938
0,0.777877934091861,-1.87185629191062,0.0760488655668038
1,-0.8906805674501,2.16226348783816,-0.395922969526258
