target,features_1,features_2,features_3
1,0.882670684744851,3.88851018582731,7.10327836021986
0,1.52092572898513,6.0437438413036,-0.228228135445035
1,0.562457373482991,-3.68152091124431,-0.383256349392201
1,-0.0530289742153069,-3.82148230217641,2.83958157164299
0,-1.20762969492032,-4.42384503875883,1.55329424055103
0,0.979274571617596,4.32390973130973,-0.366203297367343
0,-0.426327343925287,4.18983513723573,7.51900004028656
0,0.0370344276605308,-0.94249680675605,2.92714344446985
1,-1.32596542917183,2.24763612116716,-2.7466213579314
0,0.689510706034728,-3.65772409707189,1.67180404712502
1,0.556048414534177,-1.92636718182918,-2.27922233263965
1,1.87752856749648,2.74764059755446,-3.47104606306176
0,0.508864278878025,-0.610132287083127,0.285379375250612
0,-0.686399094401916,-2.0802603874243,-0.143878308712621
1,0.167498039894478,2.57312854050571,3.06465112081844
0,0.175463943502012,-0.634689351704559,0.047171667238664
0,-0.986201020578163,-0.558121605641691,-4.02055766969075
0,-0.221385111092167,-0.042642425749285,-10.0339306815603
1,-0.0806871987217925,9.95205566037195,-4.44050954626186
0,1.09796222315103,-0.956332522964707,-3.08386765345215
1,-1.30753591699046,3.06173208357021,3.54347133965373
1,0.817668003588189,1.84608422954049,-5.94382913731546
0,2.23277349296503,1.06929090896304,-2.26002602527259
0,-1.41298112230887,-4.43277453013371,2.43048070602593
1,0.629006953705655,-3.52125104543692,-1.06696754681506
1,0.462271251584078,0.538262371558512,-5.34382114134489
0,0.952584435449591,-0.845720042246845,-4.08659365605274
0,-1.05825842507572,-1.61363934801448,-4.61440290549602
0,-0.950845603796677,6.97346790338223,2.27247136453298
1,0.328907314617925,4.15029475814272,-3.17643894949711
0,-0.919404681881297,-3.29625443553167,7.21723394255681
0,0.255282485599776,5.7582782815552,-1.51780218844969
0,1.19360861961076,-2.76471861714088,5.11527091282007
1,2.01458100755485,6.85301127903289,1.76855280454648
0,-1.05643287300549,-1.89416630854088,-2.08634863600344
0,2.31950802803548,2.20587950994785,0.907421826371349
0,0.22212265209853,1.95145812665984,-3.43656921175624
0,-0.749942612247357,0.558210471685691,2.27082640552447
0,-0.0578434386622799,3.41992287679886,1.51857371070669
0,0.775968494376226,0.593562480583554,3.50993642549618
1,0.00688583138086422,3.08529285027298,0.187856249624108
0,-1.88657923527614,3.6792288336652,0.724169614251585
1,0.721141456723575,-3.27871793739916,-0.944136758755223
0,-0.0151597622583285,6.01980011848172,1.78131479294432
0,-1.70988503439261,2.95284069751927,0.508379984530342
0,-0.234559222945262,4.94611280435976,-1.85576800297863
0,0.737230019681325,6.79714412249089,-2.50719529504382
0,-1.58236064089705,0.547845491072312,-4.38277417556119
0,-0.128632651123351,0.680295531046753,0.351334456780304
0,1.45030883438946,-1.84536414151545,1.58944919733089
1,-1.32775062728157,2.8083785044133,0.2210174625779
0,-1.0889631247407,0.22006557269248,0.564197739231796
0,1.07042549985888,2.62059981503252,-2.75067598157781
0,0.785093615634893,2.91052844747221,0.592616614261032
1,0.492283291056845,-7.47593003980063,5.6195631475579
1,1.81310924593726,0.315388654855852,2.98018214354688
1,1.41216027227571,-0.562427092889199,2.06808987042427
0,-0.733769749670379,3.41956990047432,2.80384694170688
0,-1.03258026601687,-2.00561899336503,-4.51544616607569
0,-2.19270475655398,-4.15267307445388,-1.2740053303923
1,0.329701355903681,-4.2659845146289,-2.91667070145839
1,2.52005374945147,-2.84560122308725,0.17836894897963
1,-0.628565341687408,-2.8196080598325,1.46039925340537
1,0.165575738811808,-1.0136675004805,-1.09047933172299
0,-0.112860209532282,0.717713555104117,5.3929105355575
0,0.196277026313213,0.259987367566467,-0.462895152021235
0,0.601329731440643,4.65435913754294,-3.99141881688323
0,0.234158062568717,0.970612388127398,0.0258424358891154
0,-1.33809528094755,-1.47286039508989,7.0866555854448
1,-0.854050955865068,2.38126860537637,1.00240357172225
0,0.904727311069185,5.93879683116655,-0.358118840124424
0,2.35249181391035,2.17384638064122,5.37109935635095
0,-0.0644859106211615,-0.996925543242652,0.87472884175834
1,-0.880770442609814,0.655230523210191,1.21300870989076
1,1.26678145707919,-2.00876620924379,0.0393938494276796
0,0.0717678682345345,1.21422692093226,-6.00559785332165
0,-0.362221322441037,3.75430032471285,4.68076054033046
0,0.702525865624616,-5.14994537178896,0.15048128774776
0,1.07883945692779,-0.758795167103114,1.21373960288444
0,0.502767900456966,1.26732402880231,0.910413786141969
1,0.0689881327258585,-4.72668986307269,-0.62621032356012
0,0.371655319667184,-0.606632918694171,-1.65670800038431
0,0.70898146435092,3.47233155716367,-3.74514640793324
0,-2.06500558125447,0.206134520888372,-6.77145923922537
0,-0.957890458028667,3.41132374536658,4.24935141699693
0,1.46604620472358,-6.51828659900057,4.42877805703545
0,0.909737458029015,0.957238499287265,-2.59491245640025
1,1.37481810085342,-2.88379324781807,2.30713856956676
0,0.557134030584829,4.96361642283333,-2.84176801692752
0,-0.309954085621719,0.767538473337928,6.99642732638141
1,1.76104855216254,-1.42108073678385,2.08522206434331
0,0.482077695928003,3.23493394685846,-0.829440900557578
0,-1.68437320581925,0.244989760114627,6.92341696327311
0,0.107961308550762,5.44853886057981,1.87935279252688
0,0.677350475207106,-2.04963017665584,1.37637495209731
0,-0.318217313348771,5.21293650839843,-2.04322250359599
0,0.0817868429851984,0.620332240050753,-0.302107252630813
0,-0.617845120605206,-2.53720582016655,-3.48125806012944
0,1.0034315523168,-0.329459370954375,4.42709873839768
0,-0.506035492446563,-0.91482672317113,-3.22139066076689
