Row Index,Data Set 1,Data Set 2,Data Set 3,Data Set 4,Data Set 5
1,1.9367984687040576,-0.9963019424192681,1.628762185260503,-3.1238448883562002,1.2835132584427174
2,2.175197255017929,-0.7787659869972163,-0.6366685763994746,0.2998079328407315,-14.365044951366189
3,-1.7190001149456267,-0.342339466097352,-1.1747359841409104,0.8994731876909474,-16.687169100379922
4,1.2540491423061122,-0.6497272955876251,1.7824570765657415,-2.6036295258647923,0.6406463143329109
5,2.5866893440979424,-1.0639438494516973,4.119037174812473,-0.987580221445948,-0.042792499840034956
6,-1.411484609948449,-0.8573871692920687,-2.153549513833558,-1.3051225437258442,-33.46404040527578
7,1.703566757192594,-1.5849348280992444,-2.5268091414420097,2.5615040966706992,1.2199699759514537
8,-1.557539474306449,-0.8618038510371884,2.6178251095094844,1.4979181910497728,-4.8625593452928175
9,-1.6882964873464201,-1.6123463303801286,3.0320222749591914,-0.8398260155517446,-4.62486274429622
10,-1.373840900048604,-0.3278161569198307,1.5436865348713198,1.3582866907841096,-7.262498632228432
11,1.2310368743174414,-0.4622526811394354,3.231428290939321,-0.2715135118670771,-18.850830591219513
12,1.3009807774073552,-0.2839950135598982,-1.3988415771719793,-4.017708196920914,-13.129514923264942
13,1.02528101558256,-0.6424961421336359,-1.5715186775718066,0.8320751707005125,1.1545743125508188
14,-1.8489178830680035,-1.014554098602172,-1.7346010553881064,1.4602544074534636,1.417059520491762
15,1.8660451086115237,-1.112646643959386,-0.8377920853875028,0.4730531169078494,-14.78846206913866
16,2.153549513833558,-0.7774252117684648,1.6582280766035324,0.24483115573187925,-9.999961334397312
17,-1.5998684614179495,-1.2028021134511493,-1.9550845253313547,-1.6762321823718425,-0.8751699664346477
18,1.9367984687040576,-0.8138853860165148,1.373840900048604,2.3102057511983536,-2.291311439094306
19,-1.7987770418867017,-1.7190463855096003,-1.476213692289339,-1.0373642769148874,-2.84877372579654
20,-1.2196389210703353,-0.30164774129672356,-1.289130612666243,-0.21325081800779028,0.19644617944329568
21,1.6582280766035324,-1.7890061999625508,-1.8660451086115237,-0.8300548758361731,-0.3742317415229646
22,1.5998684614179495,-0.610661968415666,2.6498216962024173,-0.37227997348930836,0.2650251608097415
23,1.3614791920001668,-0.010366569764110344,-1.02528101558256,0.2407721386155338,1.3838297707744949
24,-1.1636758820151716,-1.1661683011247306,0.7907856501238612,2.025735511027541,-3.8994120097409684
25,1.7190001149456267,-0.3155554001923417,1.68829648734642,-1.8716408878300357,0.22228943407810864
26,-2.3634832752006423,-0.6592863660225483,3.7944672166765017,2.1452605549633703,-6.083082444947786
27,1.7346010553881064,-0.3546493710326455,0.6901486775636888,-0.9792650851732236,-29.826882810963024
28,1.1200608320755931,-1.1314073598022483,-0.5150945736855667,0.18593804304485684,2.318227549617846
29,2.24248116892434,-1.9525734658504446,-2.3891995658308165,0.31086015113483173,0.821652777770357
30,-2.153549513833558,-1.0671676897662792,-0.9148911515197319,-1.5923923112743188,-0.024064991417024305
31,-1.7190001149456267,-1.1419159682218933,1.411484609948449,-1.2546438111647644,-5.270892062991718
32,-1.3129118151858667,-1.2673813367892586,2.3136349291806306,1.2193062092415654,-8.659771993379476
33,-3.1271781596874924,-0.2536897372552537,-1.3249254147435987,2.8679183848711896,1.544789178983869
34,1.9550845253313545,-0.6755794299387481,1.4242255834433002,0.7583534969298091,0.21073509896504114
35,1.1636758820151716,-1.1522826036010916,-1.6731849812153599,-0.94657952628613,-1.218214615566231
36,-1.3988415771719793,-0.12924733441468714,-1.3009807774073552,1.6519558882358347,1.3593916047276762
37,-1.3129118151858667,-0.9177987346773903,1.3249254147435987,0.856413585317279,0.9292212769691068
38,1.476213692289339,-1.3132245692950713,3.5471512942852352,-0.7799950019487683,-61.29158158202774
39,1.2310368743174414,-1.2532836629635815,4.59511985013459,-1.4351382522432943,-15.683736909729753
40,1.6731849812153599,-0.69172674782001,3.8918202981106265,2.103013988821279,-18.052162668691324
41,-1.0879738904630538,-1.172781437000049,2.987364023883474,0.5689480042266021,-11.777713532810836
42,1.3009807774073552,-2.036712026029221,-0.9148911515197319,2.958984126360367,0.6484703767927719
43,1.643421765249699,-0.29966558438130914,-1.476213692289339,0.9143465722124755,-0.41615555238094254
44,0.9844989819006886,-1.4645216388540934,-1.0668635903535293,-1.2636259138756667,1.5571685067246925
45,1.7346010553881064,-1.895128226823217,-1.8660451086115237,-3.400828722342756,-4.726995887191842
46,2.175197255017929,-1.3988054642698562,-1.7824570765657415,-0.946020095840878,-1.6945477298754947
47,-1.1970523614813622,-1.1347967056594717,2.716615563961133,-1.8477428291724907,-7.860654362256321
48,-2.197224577336219,-1.5445507076887717,1.7824570765657415,1.399501323666623,-4.510801634814538
49,-2.338303175596125,-1.0254769791923644,2.289455801552253,0.019834964673724104,-38.93515278864069
50,1.6582280766035324,-0.16026246427154753,2.9444389791664403,3.4107002667196187,0.7449152414205796
51,1.1747359841409104,-1.7153965759553997,0.9744219084367257,0.4916561860819882,1.3716725037114776
52,-1.373840900048604,-1.3968004721608567,2.987364023883474,-0.3458424656523266,-0.24762657510374345
53,1.289130612666243,-0.6283350393804316,2.1113349054557897,-2.1619820621901784,-16.04273263689144
54,1.1970523614813622,-0.8350444726982706,1.7346010553881064,2.6011575689205766,-2.6629819794857688
55,0.9643905266685663,-0.15328900472554696,2.3136349291806306,1.1694025614408563,1.6454736569939288
56,-1.3249254147435987,-0.21830100364237828,-1.6731849812153599,-1.9636709939136687,-2.7074726231832265
57,-1.628762185260503,-0.295941336770702,-1.0879738904630538,0.7388811882889178,-3.050477477407812
58,1.2310368743174414,-1.5631952002801572,2.68273239311792,-0.7936987825977364,1.4809647470627956
59,1.6582280766035324,-1.088456908143829,0.9247059287994397,0.4318867622033007,0.8460488359940054
60,-1.5998684614179495,-1.4537616933775332,1.2656663733312759,3.5811709401526137,-0.5629538295962969
61,-1.8660451086115237,-0.34457440721668636,2.6498216962024173,-0.48080157980772725,-3.353675632330838
62,-1.8320015855064884,0.40535279812971764,-1.3129118151858667,1.9298645646004797,-11.103084970303879
63,-2.0308668715312788,-0.9552833213047993,2.175197255017929,0.6290165466677229,-16.34417801646528
64,1.0047935334504547,-0.7282366066496184,2.3891995658308165,0.7341756691060636,1.3758608297183963
65,-1.7503742530652007,-1.113517926870244,1.5998684614179495,0.07866953687916922,-5.158573353499513
66,-2.716615563961133,-0.8366220823664441,1.5856272637403817,-0.8961737401537002,2.1227328102189222
67,1.9924301646902063,-0.9803999113513349,2.153549513833558,-1.055579015379975,-9.32701585717507
68,-1.9924301646902063,-0.8908105425979659,-1.8152899666382492,-1.7081021256842837,-20.52825490113287
69,2.0505185022105854,-1.474584425038142,3.07856827913314,1.4199770345878087,-12.733897614704897
70,3.0320222749591914,-1.4918200412523992,3.4760986898352733,0.8688368194280953,-0.6257725075896757
71,-1.7503742530652007,-1.0286332456303733,0.5927679952523233,-0.9755156981738013,0.8562906075091589
72,1.703566757192594,-0.193503124836397,0.9643905266685663,3.302743932477341,0.94669931789739
73,-2.338303175596125,-0.8629024133515931,-1.373840900048604,0.9797282013622051,-26.03510845947482
